ICD10,PHECODE,Exl. Phecodes,Excl. Phenotypes
T60.2,989,981-989.99,Toxic effects of substances chiefly nonmedicinal as to source
T60.3,989,981-989.99,Toxic effects of substances chiefly nonmedicinal as to source
T60.4,989,981-989.99,Toxic effects of substances chiefly nonmedicinal as to source
T60.8,989,981-989.99,Toxic effects of substances chiefly nonmedicinal as to source
T60.9,989,981-989.99,Toxic effects of substances chiefly nonmedicinal as to source
T61,988,981-989.99,Toxic effects of substances chiefly nonmedicinal as to source
T61.0,988,981-989.99,Toxic effects of substances chiefly nonmedicinal as to source
T61.1,136,130-136.99,Other infections; including parasitic
T61.1,988,981-989.99,Toxic effects of substances chiefly nonmedicinal as to source
T61.2,988,981-989.99,Toxic effects of substances chiefly nonmedicinal as to source
T61.8,988,981-989.99,Toxic effects of substances chiefly nonmedicinal as to source
T61.9,988,981-989.99,Toxic effects of substances chiefly nonmedicinal as to source
T62,988,981-989.99,Toxic effects of substances chiefly nonmedicinal as to source
T62.0,988,981-989.99,Toxic effects of substances chiefly nonmedicinal as to source
T62.1,988,981-989.99,Toxic effects of substances chiefly nonmedicinal as to source
T62.2,988,981-989.99,Toxic effects of substances chiefly nonmedicinal as to source
T62.8,988,981-989.99,Toxic effects of substances chiefly nonmedicinal as to source
T62.9,988,981-989.99,Toxic effects of substances chiefly nonmedicinal as to source
T63.0,913,912-913.99," insect bite, toxic effect of venom"
T63.1,913,912-913.99," insect bite, toxic effect of venom"
T63.2,913,912-913.99," insect bite, toxic effect of venom"
T63.2,1015,,
T63.2,979,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T63.3,913,912-913.99," insect bite, toxic effect of venom"
T63.4,913,912-913.99," insect bite, toxic effect of venom"
T63.6,913,912-913.99," insect bite, toxic effect of venom"
T63.8,913,912-913.99," insect bite, toxic effect of venom"
T63.9,913,912-913.99," insect bite, toxic effect of venom"
T64,989,981-989.99,Toxic effects of substances chiefly nonmedicinal as to source
T65,989,981-989.99,Toxic effects of substances chiefly nonmedicinal as to source
T65.0,989,981-989.99,Toxic effects of substances chiefly nonmedicinal as to source
T65.1,989,981-989.99,Toxic effects of substances chiefly nonmedicinal as to source
T65.2,989,981-989.99,Toxic effects of substances chiefly nonmedicinal as to source
T65.3,989,981-989.99,Toxic effects of substances chiefly nonmedicinal as to source
T65.4,981,981-989.99,Toxic effects of substances chiefly nonmedicinal as to source
T65.5,989,981-989.99,Toxic effects of substances chiefly nonmedicinal as to source
T65.6,989,981-989.99,Toxic effects of substances chiefly nonmedicinal as to source
T65.6,981,981-989.99,Toxic effects of substances chiefly nonmedicinal as to source
T65.8,989,981-989.99,Toxic effects of substances chiefly nonmedicinal as to source
T65.9,989,981-989.99,Toxic effects of substances chiefly nonmedicinal as to source
T66,990,990-995.99,Other and unspecified effects of external causes
T67,1014,,
T67.0,1014,,
T67.1,1014,,
T67.2,1014,,
T67.3,1014,,
T67.4,1014,,
T67.5,1014,,
T67.6,1014,,
T67.7,1014,,
T67.8,1014,,
T67.9,1014,,
T68,780,780-780.99,Hypothermia/Chills
T69,1014,,
T69.0,1014,,
T69.1,1014,,
T69.8,1014,,
T69.9,1014,,
T70,1014,,
T70.0,1014,,
T70.1,1014,,
T70.2,1014,,
T70.3,1014,,
T70.4,1015,,
T70.4,1014,,
T70.8,1014,,
T70.9,1014,,
T71,1013,,
T73,1015,,
T73.0,1015,,
T73.1,1015,,
T73.2,1015,,
T73.3,1015,,
T73.8,1015,,
T73.9,1015,,
T74.1,1015,,
T74.3,1015,,
T75,1015,,
T75.0,1015,,
T75.1,1015,,
T75.2,1015,,
T75.3,1015,,
T75.4,1015,,
T75.8,1015,,
T78,1015,,
T78.0,930,930-949.99,allergic reactions
T78.1,930,930-949.99,allergic reactions
T78.2,946,930-949.99,allergic reactions
T78.3,947,930-949.99,allergic reactions
T78.3,946,930-949.99,allergic reactions
T78.4,949,930-949.99,allergic reactions
T78.8,949,930-949.99,allergic reactions
T78.9,783,783-783.99,fever
T79,958,958-959.99,Certain traumatic complications and unspecified injuries
T79.0,958,958-959.99,Certain traumatic complications and unspecified injuries
T79.1,958,958-959.99,Certain traumatic complications and unspecified injuries
T79.2,958,958-959.99,Certain traumatic complications and unspecified injuries
T79.3,958,958-959.99,Certain traumatic complications and unspecified injuries
T79.4,958,958-959.99,Certain traumatic complications and unspecified injuries
T79.5,958,958-959.99,Certain traumatic complications and unspecified injuries
T79.6,958,958-959.99,Certain traumatic complications and unspecified injuries
T79.7,958.2,958-959.99,Certain traumatic complications and unspecified injuries
T79.8,958,958-959.99,Certain traumatic complications and unspecified injuries
T79.9,1012,,
T80,1011,,
T80.0,1011,,
T80.1,1011,,
T80.2,1011,,
T80.3,942,930-949.99,allergic reactions
T80.4,1011,,
T80.4,942,930-949.99,allergic reactions
T80.5,941,930-949.99,allergic reactions
T80.6,1011,,
T80.8,1011,,
T80.9,1011,,
T81.0,850,850-859.99,Complications
T81.1,958.1,958-959.99,Certain traumatic complications and unspecified injuries
T81.2,1015,,
T81.3,1015,,
T81.4,80,080-082.99,Postoperative infection
T81.5,1015,,
T81.6,1011,,
T81.7,854,850-859.99,Complications
T81.7,1011,,
T81.8,1011,,
T81.9,1011,,
T82,854,850-859.99,Complications
T82.0,854,850-859.99,Complications
T82.1,854,850-859.99,Complications
T82.2,854,850-859.99,Complications
T82.3,854,850-859.99,Complications
T82.4,854,850-859.99,Complications
T82.5,854,850-859.99,Complications
T82.6,81,080-082.99,Postoperative infection
T82.6,854,850-859.99,Complications
T82.7,854,850-859.99,Complications
T82.8,854,850-859.99,Complications
T82.9,854,850-859.99,Complications
T83,857,850-859.99,Complications
T83.0,857,850-859.99,Complications
T83.1,857,850-859.99,Complications
T83.2,857,850-859.99,Complications
T83.3,857,850-859.99,Complications
T83.4,857,850-859.99,Complications
T83.5,81,080-082.99,Postoperative infection
T83.5,857,850-859.99,Complications
T83.6,81,080-082.99,Postoperative infection
T83.6,857,850-859.99,Complications
T83.8,857,850-859.99,Complications
T83.9,857,850-859.99,Complications
T84,858,850-859.99,Complications
T84.0,858,850-859.99,Complications
T84.1,858,850-859.99,Complications
T84.2,858,850-859.99,Complications
T84.3,858,850-859.99,Complications
T84.4,858,850-859.99,Complications
T84.5,858,850-859.99,Complications
T84.6,81,080-082.99,Postoperative infection
T84.7,858,850-859.99,Complications
T84.7,81,080-082.99,Postoperative infection
T84.8,859,850-859.99,Complications
T84.9,858,850-859.99,Complications
T85,859,850-859.99,Complications
T85.0,859,850-859.99,Complications
T85.1,859,850-859.99,Complications
T85.2,859,850-859.99,Complications
T85.3,859,850-859.99,Complications
T85.4,859,850-859.99,Complications
T85.5,859,850-859.99,Complications
T85.6,859,850-859.99,Complications
T85.7,81,080-082.99,Postoperative infection
T85.9,859,850-859.99,Complications
T86.0,860,860-860.99,bone marrow or stem cell transplant
T86.3,429.1,428-429.99,Heart failure
T86.3,510.2,510-510.99,Other diseases of the lung
T86.8,851,850-859.99,Complications
T87,874,870-879.99,Open wound
T87.0,851,850-859.99,Complications
T87.1,851,850-859.99,Complications
T87.2,874,870-879.99,Open wound
T87.2,851,850-859.99,Complications
T87.3,874,870-879.99,Open wound
T87.4,874,870-879.99,Open wound
T87.5,874,870-879.99,Open wound
T87.6,874,870-879.99,Open wound
T88,1011,,
T88.0,1011,,
T88.0,80,080-082.99,Postoperative infection
T88.1,1011,,
T88.2,967,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T88.3,783,783-783.99,fever
T88.4,1011,,
T88.5,1011,,
T88.6,1011,,
T88.6,946,930-949.99,allergic reactions
T88.7,1011,,
T88.8,1011,,
T88.9,1011,,
T90,819,816-819.99,Intracranial injury
T90,1009,,
T90.2,819,816-819.99,Intracranial injury
T90.3,907,905-909.99,"Late effects of injuries, poisonings, toxic effects, and other external causes"
T90.4,819,816-819.99,Intracranial injury
T90.5,819,816-819.99,Intracranial injury
T90.8,1009,,
T90.9,1009,,
T90.9,819,816-819.99,Intracranial injury
T91.1,805,800-809.99,Fractures
T91.3,907,905-909.99,"Late effects of injuries, poisonings, toxic effects, and other external causes"
T91.4,1008,,
T91.5,1008,,
T92.2,803,800-809.99,Fractures
T92.3,830,830-839.99,joint disorders and dislocations; trauma-related
T92.4,907,905-909.99,"Late effects of injuries, poisonings, toxic effects, and other external causes"
T92.5,,,
T92.6,1006,,
T93.3,830,830-839.99,joint disorders and dislocations; trauma-related
T93.4,907,905-909.99,"Late effects of injuries, poisonings, toxic effects, and other external causes"
T93.5,,,
T95,1012,,
T95.0,1000,,
T95.1,1000,,
T95.1,1012,,
T95.2,1000,,
T95.3,1000,,
T95.3,1012,,
T95.8,1000,,
T95.9,1000,,
T96,979,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
V39.5,1011,,
V49,1011,,
V49.0,1011,,
V49.2,1011,,
V49.6,1011,,
V69.1,1011,,
V97,1009,,
V97.0,1009,,
V97.1,1009,,
V97.3,1009,,
V97.8,1009,,
W19,781,781-781.99,Symptoms involving nervous and musculoskeletal systems
W40,1014,,
W78,656.2,656-656.99,Other and unspecified perinatal conditions
X10,1014,,
X11,1014,,
X12,1014,,
X15,1014,,
X16,1014,,
X17,1014,,
X18,1014,,
X30,1014,,
X31,1014,,
X32,1014,,
X45,981,981-989.99,Toxic effects of substances chiefly nonmedicinal as to source
X58,1015,,
X71,297.2,295-306.99,psychological disorders
X72,297.2,295-306.99,psychological disorders
X73,297.2,295-306.99,psychological disorders
X75,297.2,295-306.99,psychological disorders
X76,297.2,295-306.99,psychological disorders
X77,297.2,295-306.99,psychological disorders
X78,297.2,295-306.99,psychological disorders
X79,297.2,295-306.99,psychological disorders
X80,297.2,295-306.99,psychological disorders
X82,297.2,295-306.99,psychological disorders
X83,297.2,295-306.99,psychological disorders
X84,297.2,295-306.99,psychological disorders
Y22,297,295-306.99,psychological disorders
Y23,297,295-306.99,psychological disorders
Y24,297,295-306.99,psychological disorders
Y25,297,295-306.99,psychological disorders
Y26,297,295-306.99,psychological disorders
Y27,297,295-306.99,psychological disorders
Y28,297,295-306.99,psychological disorders
Y29,297,295-306.99,psychological disorders
Y31,297,295-306.99,psychological disorders
Y32,297,295-306.99,psychological disorders
Y33,297,295-306.99,psychological disorders
Y36.9,1009,,
Y40.0,960.2,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
Y40.2,960.1,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
Y40.3,960.1,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
Y40.3,979,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
Y40.7,,,
Y41.0,961.1,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
Y41.2,961,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
Y41.3,961,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
Y41.4,961,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
Y41.5,961,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
Y42.2,962,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
Y42.7,962.3,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
Y42.8,962.3,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
Y43,963,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
Y43.0,963,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
Y44,964,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
Y44.2,964.1,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
Y44.6,942,930-949.99,allergic reactions
Y45.1,965.3,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
Y45.4,,,
Y46,966,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
Y46.0,966,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
Y46.2,966,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
Y46.3,967,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
Y46.4,979,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
Y46.7,966,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
Y47.3,967,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
Y47.4,967,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
Y48.2,967,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
Y48.3,967,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
Y49.6,969,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
Y49.9,969,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
Y50.0,969,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
Y50.9,969,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
Y51,971,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
Y52,972,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
Y52.6,,,
Y52.8,972,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
Y52.9,972,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
Y53,973,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
Y53.5,973,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
Y53.5,979,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
Y53.6,973,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
Y53.7,979,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
Y53.7,973,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
Y53.9,973,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
Y54.2,974,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
Y54.5,974,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
Y54.6,974,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
Y55,975,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
Y55.0,975,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
Y55.1,975,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
Y55.3,975,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
Y55.4,975,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
Y55.5,975,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
Y56.1,979,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
Y56.1,976,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
Y56.2,976,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
Y56.3,979,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
Y56.3,976,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
Y56.4,976,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
Y56.7,976,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
Y57.1,979,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
Y57.3,969,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
Y57.4,979,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
Y58,941,930-949.99,allergic reactions
Y58.0,941,930-949.99,allergic reactions
Y58.1,941,930-949.99,allergic reactions
Y58.2,941,930-949.99,allergic reactions
Y58.3,941,930-949.99,allergic reactions
Y58.4,941,930-949.99,allergic reactions
Y58.5,941,930-949.99,allergic reactions
Y58.6,941,930-949.99,allergic reactions
Y58.8,941,930-949.99,allergic reactions
Y58.9,941,930-949.99,allergic reactions
Y59,941,930-949.99,allergic reactions
Y60.2,585.31,580-590.99,diseases of kidney and ureters
Y61.2,585.31,580-590.99,diseases of kidney and ureters
Y62.0,585.31,580-590.99,diseases of kidney and ureters
Y62.1,1011,,
Y62.3,1011,,
Y62.4,1011,,
Y62.5,1011,,
Y63.1,1011,,
Y63.2,990,990-995.99,Other and unspecified effects of external causes
Y65.0,942,930-949.99,allergic reactions
Y65.1,1011,,
Y65.2,1011,,
Y65.3,1011,,
Y65.5,1011,,
Y83,851,850-859.99,Complications
Y83.1,851,850-859.99,Complications
Y84.1,585.31,580-590.99,diseases of kidney and ureters
Y84.3,1011,,
Y87.0,297.2,295-306.99,psychological disorders
Y87.2,297,295-306.99,psychological disorders
Z01.3,1010,,
Z01.5,1010,,
Z03.0,1010,,
Z03.1,195,195-199.99,"Neoplasms: malignant, secondary or uncertain"
Z04.6,306,295-306.99,psychological disorders
Z09.4,809,800-809.99,Fractures
Z20.0,1010,,
Z20.1,1010,,
Z20.3,1010,,
Z20.4,1010,,
Z20.5,1010,,
Z21,71,050-079.99,Viral infection
Z21,,,
Z22,,,
Z22.0,1010,,
Z22.0,,,
Z22.1,,,
Z22.2,,,
Z22.3,,,
Z22.4,,,
Z22.5,70,050-079.99,Viral infection
Z22.6,,,
Z22.8,,,
Z22.9,,,
Z23.3,1010,,
Z23.8,1010,,
Z24.3,1010,,
Z24.4,1010,,
Z24.5,1010,,
Z24.6,1010,,
Z25.0,1010,,
Z26.0,1010,,
Z28,,,
Z28.0,,,
Z28.2,,,
Z28.8,,,
Z28.9,,,
Z33,656,656-656.99,Other and unspecified perinatal conditions
Z33,,,
Z35.8,638,634-639.99," miscarriage, early labor, hemorrhage"
Z37,,,
Z37.1,,,
Z37.1,634,634-636.99,complications of pregnancy
Z37.2,,,
Z37.2,651,651-651.99,Multiple gestation
Z37.3,634,634-636.99,complications of pregnancy
Z37.3,,,
Z37.4,,,
Z37.4,634,634-636.99,complications of pregnancy
Z37.5,651,651-651.99,Multiple gestation
Z37.5,,,
Z37.6,,,
Z37.6,651,651-651.99,Multiple gestation
Z37.7,634,634-636.99,complications of pregnancy
Z37.7,,,
Z37.7,651,651-651.99,Multiple gestation
Z37.9,,,
Z38.3,651,651-651.99,Multiple gestation
Z38.6,651,651-651.99,Multiple gestation
Z43.2,1010,,
Z43.2,559,555-564.99,noninfective gastrointestinal disorders
Z43.5,599,599-599.99,Other symptoms/disorders or the urinary system
Z43.5,1010,,
Z43.6,1010,,
Z43.6,599,599-599.99,Other symptoms/disorders or the urinary system
Z46.1,389,387-389.99,Hearing loss and related disorders
Z47.9,1010,,
Z49.1,585.31,580-590.99,diseases of kidney and ureters
Z49.2,585.31,580-590.99,diseases of kidney and ureters
Z51.1,197,195-199.99,"Neoplasms: malignant, secondary or uncertain"
Z51.1,1010,,
Z51.2,197,195-199.99,"Neoplasms: malignant, secondary or uncertain"
Z54.1,196,195-199.99,"Neoplasms: malignant, secondary or uncertain"
